4,g,545.33382,503.39139
4,g,543.82959,502.08944
4,g,540.82114,499.48563
4,g,536.30852,495.58019
4,g,530.29178,490.37342
4,g,522.77099,483.86579
4,g,513.74625,476.05789
4,g,503.21768,466.95049
4,g,491.18543,456.54457
4,g,477.64967,444.84138
4,g,462.61061,431.84250
4,g,446.06848,417.54997
4,g,428.02359,401.96640
4,g,408.47626,385.09525
4,g,387.42689,366.94119
4,g,364.87597,347.51065
4,g,340.82409,326.81286
4,g,315.27202,304.86167
4,g,288.22091,281.67915
4,g,259.67297,257.30345
4,g,229.63463,231.80837
4,g,198.13523,205.36023
4,g,165.36848,178.37321
4,g,132.16436,151.34371
4,g,99.50548,124.34108
4,g,68.11075,97.67010
4,g,38.24273,71.72044
4,g,9.95006,46.71320
0,f,666.38388,297.54141
0,f,667.06454,298.27402
0,f,668.42585,299.73922
0,f,670.46782,301.93703
0,f,673.19044,304.86744
0,f,676.59372,308.53046
0,f,680.67766,312.92608
0,f,685.44225,318.05430
0,f,690.88749,323.91513
0,f,697.01340,330.50856
0,f,703.81996,337.83459
0,f,711.30717,345.89323
0,f,719.47504,354.68446
0,f,728.32357,364.20831
0,f,737.85275,374.46475
0,f,748.06259,385.45380
0,f,757.59178,395.71025
0,f,766.44030,405.23409
0,f,774.60817,414.02533
0,f,782.09539,422.08396
0,f,788.90195,429.40999
0,f,795.02785,436.00342
1,f,583.15659,85.27347
1,f,583.63390,86.15220
1,f,584.58853,87.90966
1,f,586.02048,90.54586
1,f,587.92974,94.06079
1,f,590.31631,98.45445
1,f,593.18020,103.72684
1,f,596.52141,109.87797
1,f,600.33993,116.90783
1,f,604.63577,124.81642
1,f,609.40892,133.60374
1,f,614.65938,143.26979
1,f,620.38716,153.81458
1,f,626.59226,165.23810
1,f,633.27467,177.54035
1,f,640.43440,190.72133
1,f,648.07144,204.78105
1,f,656.18580,219.71950
1,f,664.77747,235.53668
1,f,673.84646,252.23259
1,f,683.39276,269.80723
1,f,693.41637,288.26061
1,f,703.91731,307.59272
1,f,714.89555,327.80356
1,f,726.35112,348.89313
1,f,738.28399,370.86144
1,f,750.69419,393.70847
1,f,762.62706,415.67678
1,f,774.08263,436.76635
1,f,785.06087,456.97719
1,f,795.56181,476.30930
5,g,743.60324,380.65411
5,g,741.74020,379.95704
5,g,738.01416,378.56294
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
5,g,732.42525,376.47190
5,g,724.97363,373.68407
5,g,715.65955,370.19963
5,g,704.48331,366.01886
5,g,691.44531,361.14207
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
5,g,676.54602,355.56968
3,a,153.90718,86.95741
3,a,153.90718,86.95741
3,a,153.90718,86.95741
5,g,659.78606,349.30220
5,g,641.16616,342.34025
5,g,620.68722,334.68463
5,g,598.35036,326.33631
5,g,574.15697,317.29653
5,g,548.10879,307.56689
5,g,520.20806,297.14944
5,g,490.45769,286.04691
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
5,g,458.86159,274.26301
5,g,425.42512,261.80295
5,g,390.15601,248.67435
5,g,353.06595,234.88889
5,g,314.17398,220.46567
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
2,a,149.52963,226.44066
5,g,273.51433,205.43867
5,g,231.15829,189.87492
5,g,187.28931,173.92022
5,g,142.47822,157.84388
5,g,97.92856,141.77504
5,g,54.61380,125.86045
2,a,149.52963,226.44066
2,a,149.52963,226.44066
3,a,153.90718,86.95741
3,a,153.90718,86.95741
3,a,153.90718,86.95741
3,a,153.90718,86.95741
3,a,153.90718,86.95741
3,a,153.90718,86.95741
2,a,149.52963,226.44066
2,a,149.52963,226.44066
5,g,12.91646,110.30835
3,a,153.90718,86.95741
2,a,149.52963,226.44066
